	B6_rep1	B6_rep2	B6_rep3	D2_rep1	D2_rep2	D2_rep3
Ptprn	2856	2695	2119	2051	2227	2242
Ptprn2	2547	2459	1847	1482	1616	1744
Ptpro	1519	1420	1153	1338	1452	1545
Ptprq	0	2	0	0	1	0
Ptprr	811	773	570	601	589	762
Ptprs	7440	7191	5544	4556	5029	5415
Ptprt	1648	1446	1142	1030	1237	1154
Ptprtos	1	1	1	2	3	0
Ptpru	1142	1216	870	906	1006	1091
Ptprz1	2452	2208	1836	1244	1632	1553
Ptrf	449	469	307	256	287	311
Ptrh1	67	86	70	55	63	48
Ptrh2	1051	1094	757	749	822	840
Ptrhd1	366	381	298	245	327	299
Pts	1404	1361	1000	918	941	1050
Pttg1	973	927	669	35	43	50
Pttg1ip	1839	1835	1362	1387	1488	1456
Ptx3	41	34	26	25	24	46
Ptx4	0	1	0	0	0	0
Puf60	6057	5687	4326	4211	4567	5364
Pum1	4952	4730	3596	3082	3638	3875
Pum2	12284	11744	8631	7898	8776	9717
Pum3	1038	1079	807	619	716	814
Pura	3848	3516	2512	2357	2826	2977
Purb	43349	39514	28107	25747	28497	30526
Purg	616	641	474	375	443	428
Pus1	294	305	195	211	195	245
Pus10	960	917	707	785	903	912
Pus3	1049	1039	807	791	892	946
Pus7	565	566	402	354	428	473
Pus7l	125	147	111	116	127	124
Pusl1	317	326	241	206	258	272
Pvalb	837	755	416	356	374	462
Pvr	663	619	428	242	256	269
Pwp1	1310	1163	930	793	938	1040
Pwp2	1467	1395	1113	1044	1093	1240
Pwwp2a	2315	2239	1682	1483	1692	1872
Pwwp2b	985	900	671	735	767	848
Pxdc1	59	54	43	52	60	56
Pxdn	805	782	688	338	365	371
Pxk	1497	1507	1069	1178	1304	1344
Pxmp2	98	89	81	82	105	102
Pxmp4	403	341	294	333	374	426
Pxn	1153	1087	890	612	681	736
Pxt1	2	0	2	5	2	0
Pxylp1	425	428	302	362	405	427
Pycard	145	158	120	97	142	138
Pycr1	79	55	32	45	62	42
Pycr2	1040	981	783	656	744	868
Pycrl	584	505	468	467	521	513
Pydc3	4	3	1	0	0	0
Pydc4	6	4	4	0	0	0
Pygb	5216	4726	3616	3266	3537	4076
Pygl	540	487	365	257	266	349
Pygm	3789	3344	2711	2375	2483	2595
Pygo1	1023	1091	664	653	739	850
Pygo2	1668	1634	1165	1167	1189	1251
Pyhin1	11	22	10	2	3	5
Pym1	774	729	459	517	528	653
Pyroxd1	1419	1417	1060	956	1138	1197
Pyroxd2	24	22	18	25	50	50
Pyurf	2653	2493	1953	1738	2037	2248
Pyy	0	0	0	0	0	0
Pzp	27	41	32	20	38	18
Qars	2356	2222	1695	1752	1866	2147
Qdpr	1953	1819	1328	1376	1495	1817
Qk	6835	6496	4609	4380	4909	5185
Qpct	2971	2804	1904	3008	3254	3871
Qpctl	453	477	354	332	368	394
Qprt	9	9	7	1	2	1
Qrfp	18	17	13	15	32	20
Qrfpr	272	243	116	179	188	215
Qrich1	6738	6291	4738	4445	4719	5266
Qrich2	26	36	22	9	14	15
Qrsl1	634	628	455	397	494	521
Qser1	2000	2059	1576	1277	1562	1499
Qsox1	1513	1468	1045	847	910	987
Qsox2	1282	1295	940	923	1099	1136
Qtrt1	362	349	272	281	303	331
Qtrtd1	1065	1084	627	682	804	867
R3hcc1	895	879	652	621	704	813
R3hcc1l	5466	5265	3775	3467	3882	4490
R3hdm1	2059	2188	1564	1346	1652	1585
R3hdm2	3843	4301	2973	2693	3124	3194
R3hdm4	1959	1952	1399	1501	1605	1668
R3hdml	34	42	20	14	10	9
RP23-100C12.1	0	0	0	0	0	0
RP23-103E11.7	86	68	53	45	53	78
RP23-103H3.1	25	28	20	18	29	21
RP23-106I21.6	163	144	150	86	128	128
RP23-112D14.4	12	24	15	9	14	10
RP23-112I20.5	5	5	1	3	7	4
RP23-114A6.7	528	534	413	368	387	418
RP23-114B10.6	518	538	396	325	368	406
RP23-114F11.1	8	1	3	3	3	4
RP23-115O21.9	189	192	178	184	192	188
RP23-116A10.2	3	5	2	2	1	0
RP23-116A10.3	67	65	38	47	67	51
RP23-118B13.1	8	8	10	0	0	1
RP23-118B13.3	4	7	3	0	0	0
RP23-11D11.1	44	49	41	29	34	28
RP23-122P1.12	0	0	0	0	1	0
RP23-122P15.1	0	0	0	0	0	0
RP23-127B8.7	223	239	169	176	206	261
RP23-135D17.1	7	14	15	3	6	3
RP23-144H18.4	0	0	0	0	0	0
RP23-144H18.5-001	0	0	0	0	0	0
RP23-145I16.3	7212	6815	5270	4297	4845	5185
RP23-146A22.1	0	1	0	0	0	0
RP23-146A22.3	0	0	0	0	0	0
RP23-146A22.7	0	0	0	0	0	0
RP23-14P17.5	20	25	14	16	20	24
RP23-15B11.1	0	0	0	0	0	0
RP23-163N19.3	14	14	9	10	13	6
RP23-182F18.1	30	22	29	13	23	18
RP23-187B20.1	28	31	21	16	23	18
RP23-187N1.1	195	217	159	149	158	167
RP23-193M8.3-001	0	0	0	0	0	0
RP23-194O23.2	2	4	2	3	5	3
RP23-202K1.1	48	33	30	80	53	59
RP23-204B12.4	1	0	0	0	0	0
RP23-212H13.6	35	37	37	25	32	24
RP23-212H13.8	109	122	104	86	106	88
RP23-213K14.2	75	77	62	45	58	52
RP23-218K15.5	561	556	393	442	444	559
RP23-218K15.7	728	704	600	577	652	636
RP23-220E13.1	14	21	13	6	9	12
RP23-220F20.2	3363	3241	2495	2471	2785	2960
RP23-226D9.6-001	0	0	0	0	0	0
RP23-234F23.1	1	0	1	0	2	0
RP23-235I2.1	97	110	92	54	46	58
RP23-235I2.2	19	14	17	3	2	2
RP23-235I2.4	9	13	7	4	4	8
RP23-238C13.1	11	13	12	8	5	5
RP23-238C13.2	100	107	72	60	116	92
RP23-238C13.3	11	11	10	7	10	5
RP23-239H14.1	63	55	43	47	49	46
RP23-247P3.2	18	17	10	12	14	15
RP23-247P3.3	25	23	20	10	13	17
RP23-247P3.6-001	0	0	0	0	0	0
RP23-248P8.1	14	22	12	15	15	10
RP23-248P8.2	1	0	2	0	0	0
RP23-24C14.1	44	42	31	22	37	28
RP23-252I24.3	21	33	24	37	42	41
RP23-261B5.1	74	97	82	44	72	55
RP23-264J18.1	93	84	69	52	86	72
RP23-264J18.6	1750	1611	1221	1128	1227	1350
RP23-271O7.5-001	0	0	0	0	0	0
RP23-279O5.4-001	0	0	0	0	0	0
RP23-281F13.1	0	1	0	0	1	1
RP23-288O12.2	3431	3354	2317	2047	2288	2817
RP23-28A7.6	24	27	25	15	26	24
RP23-28A7.7	155	186	127	131	118	108
RP23-28E6.13-001	0	0	0	0	0	0
RP23-290O4.2	12	21	17	13	19	15
RP23-292C5.8	242	248	268	234	256	206
RP23-296G24.1	255	309	245	229	234	250
RP23-296G24.3	20	18	19	19	18	23
RP23-298O13.2	7	14	8	2	11	4
RP23-300I4.1	74	92	66	55	70	68
RP23-300I4.2	36	60	44	25	44	39
RP23-300I4.3	47	51	50	27	54	24
RP23-303A11.3	1	0	0	1	0	0
RP23-305G5.3	248	212	164	195	204	225
RP23-306P12.3	0	0	1	0	0	2
RP23-312E2.1	281	282	240	164	194	189
RP23-313J14.7	299	311	249	223	228	211
RP23-314A15.3-001	0	0	0	0	0	0
RP23-314A15.4-001	0	0	0	0	0	0
RP23-314A15.5	63	77	58	21	41	24
RP23-316L10.2	361	411	304	188	241	201
RP23-317B21.2-001	280	283	234	169	184	188
RP23-321G17.10	50	62	38	51	50	52
RP23-321G17.8	26	23	38	34	42	19
RP23-322E23.3	36	32	27	25	33	19
RP23-322E23.4	10	17	16	6	18	10
RP23-322E23.5	23	38	44	25	33	26
RP23-322E23.7	22	34	23	27	20	25
RP23-323L3.1	36	18	25	27	40	30
RP23-324B16.2	0	0	0	0	0	0
RP23-324B16.3-001	0	0	0	0	0	0
RP23-327E18.14-001	0	0	0	0	0	0
RP23-328F3.4	667	606	469	451	471	532
RP23-330G24.3	281	298	181	184	252	239
RP23-330O16.2	121	139	107	100	92	109
RP23-330O16.3	13	16	19	11	13	8
RP23-336M16.2	20	20	28	15	33	21
RP23-336P20.1-001	0	1	0	0	1	0
RP23-344G11.4	853	871	665	587	671	701
RP23-345D18.4	442	409	356	159	186	170
RP23-346N11.5	1	0	0	0	0	0
RP23-346N11.6-001	1	0	0	0	0	0
RP23-348B21.1	2	5	3	0	0	0
RP23-348E18.5	0	0	0	0	0	0
RP23-349N15.2	12	7	5	9	4	3
RP23-354L15.1	177	143	118	93	106	142
RP23-355N5.6	33	21	12	21	15	21
RP23-357B4.1-001	0	0	1	0	0	0
RP23-357B4.2	3	3	7	1	1	3
RP23-357O17.1	1	1	1	0	1	0
RP23-357O17.2	1	1	0	0	1	0
RP23-359P12.1	0	0	0	0	0	0
RP23-359P19.1	52	42	27	28	28	34
RP23-35L23.3-001	0	0	0	0	0	0
RP23-35L23.7-001	0	0	0	0	0	0
RP23-35L23.8-001	0	0	0	0	0	0
RP23-369P21.2	20	23	18	15	27	16
RP23-372N15.4	106	132	118	86	96	93
RP23-373C4.1	12	25	20	11	17	7
RP23-378E4.1	31	45	26	22	41	34
RP23-378E4.4	45	61	29	18	39	34
RP23-383A10.1	185	180	149	122	146	119
RP23-383A10.2	63	63	49	36	60	48
RP23-383A10.3	72	89	70	42	66	62
RP23-383A10.6	65	68	65	33	58	59
RP23-383A10.7	176	158	141	120	148	118
RP23-383A10.9	396	395	327	178	212	204
RP23-383B20.1	0	0	0	0	0	0
RP23-384C18.12	211	172	137	134	180	167
RP23-385F3.2	25	18	9	10	11	6
RP23-385G14.1	1	2	3	15	19	13
RP23-390K13.5-001	3	1	1	1	3	0
RP23-390K13.6	15	11	13	8	5	5
RP23-390K13.7	15	10	13	7	7	5
RP23-393E8.4	29	23	17	13	11	22
RP23-397L11.3	33	37	31	34	22	16
RP23-397L11.6	27	29	21	26	23	23
RP23-39F24.3	389	455	330	325	346	343
RP23-401L9.4	7	2	2	2	7	6
RP23-401L9.5	0	0	0	0	0	0
RP23-403G9.6	24	23	33	23	29	20
RP23-403G9.8	0	0	0	0	0	0
RP23-403G9.9	0	0	0	0	0	0
RP23-410L16.8	148	132	107	111	142	154
RP23-411I6.1	0	0	1	1	0	0
RP23-413D14.5	125	137	82	92	96	123
RP23-413F14.3	0	0	1	0	0	0
RP23-414I24.11	79	58	45	93	126	118
RP23-416P12.3-001	0	0	0	0	0	0
RP23-418A13.5	0	0	0	0	0	0
RP23-418L5.3	64	66	38	47	63	64
RP23-418L5.4	1	1	2	2	1	0
RP23-422L16.28	3	6	3	0	3	0
RP23-423B21.1	23	16	18	12	10	21
RP23-423B21.6	61	59	42	48	56	53
RP23-423E20.2	1	1	2	1	3	3
RP23-423E20.7	9	3	4	1	5	1
RP23-424A21.4	216	211	135	132	155	149
RP23-424A21.5	131	170	130	94	121	102
RP23-42I13.3	60	56	58	68	57	42
RP23-430K5.3	147	188	134	110	117	146
RP23-431O7.10	26	29	26	13	26	19
RP23-431O7.3	0	0	0	1	0	0
RP23-431O7.6	149	167	104	102	120	144
RP23-431O7.8	66	76	68	46	65	56
RP23-431O7.9	6	6	5	4	4	3
RP23-432C4.2	17	16	21	28	23	38
RP23-433M13.5-001	0	0	0	0	0	0
RP23-434H18.1	970	875	689	627	716	760
RP23-440M14.3	2	0	0	3	2	1
RP23-442K7.4-001	0	0	0	0	0	0
RP23-443B19.1	2	5	2	3	6	6
RP23-44P12.2	0	0	0	0	0	0
RP23-451H9.2	48	42	54	21	30	25
RP23-453G12.2	131	174	99	105	132	124
RP23-453P1.1	27	35	20	19	27	14
RP23-453P1.3	0	2	0	0	0	0
RP23-462D5.5	64	62	52	47	49	57
RP23-466C10.2	61	55	39	40	57	57
RP23-466I14.2	0	0	0	0	0	0
RP23-469O12.7-001	1	0	1	0	0	0
RP23-478N15.1	105	92	81	85	99	91
RP23-478N15.3	27	15	28	10	21	14
RP23-478P10.3-001	95	137	90	220	188	306
RP23-479K9.3	6	7	5	8	9	8
RP23-47G19.2	56	55	38	51	48	61
RP23-47G19.5	16	13	13	6	17	12
RP23-47L13.5	206	205	183	80	123	87
RP23-480D17.3	138	99	86	89	115	113
RP23-50L10.1	378	464	333	226	281	249
RP23-50L10.4	181	128	119	185	242	229
RP23-56A14.10	9	2	6	9	6	2
RP23-56A14.11-001	5	10	7	4	1	3
RP23-56A14.12	100	76	68	58	63	69
RP23-56A14.14	81	58	72	54	64	42
RP23-56A14.7	3	1	0	0	0	2
RP23-56A14.8	6	3	4	14	7	6
RP23-56A14.9	2	4	6	11	3	4
RP23-57D10.3	5	4	10	8	5	3
RP23-58C12.2	40	40	35	15	14	11
RP23-60O19.1	0	0	1	0	0	0
RP23-60O3.1	39	41	25	51	54	63
RP23-60P23.4	134	151	128	71	96	74
RP23-60P23.6	340	367	323	266	323	312
RP23-60P23.7	112	87	86	84	98	81
RP23-61O10.1	390	314	303	211	252	272
RP23-62N8.4-001	0	0	0	0	0	0
RP23-62O7.9	722	675	528	462	571	587
RP23-63I1.6-001	0	0	0	0	0	0
RP23-63I1.7-001	0	0	0	0	0	0
RP23-64O4.1	5	6	3	3	5	5
RP23-64O4.2	1	1	3	0	2	1
RP23-64O4.4	3	0	3	26	24	31
RP23-65B16.5	0	3	2	5	0	1
RP23-68E7.5-001	0	0	0	0	0	0
RP23-69L20.2-001	0	0	0	0	0	0
RP23-72K19.2	847	824	636	530	585	629
RP23-74O12.5	1	1	2	1	1	4
RP23-75I5.1	56	62	41	35	28	43
RP23-78H21.2	1	0	2	0	0	3
RP23-81K14.6	0	0	0	0	0	0
RP23-89F9.7	11	6	5	13	15	8
RP23-8D10.1-001	0	0	0	0	0	0
RP23-8D10.2	0	0	0	0	0	0
RP23-91H23.4	0	1	0	0	1	2
RP23-93F3.4	0	1	0	0	0	2
RP23-98C9.5	173	190	141	114	126	143
RP23-99B10.4	0	1	0	1	0	0
RP23-9C19.1-001	98	82	50	65	69	76
RP24-100K9.2	61	108	87	39	54	60
RP24-100K9.4	33	32	32	22	29	27
RP24-100K9.5	4	2	1	3	6	0
RP24-101G17.1-001	0	0	0	0	0	0
RP24-104I4.3	31	29	22	16	12	15
RP24-112O1.3	14	10	11	5	7	9
RP24-116C19.5	250	227	183	172	227	217
RP24-116G1.1	52	98	62	34	65	47
RP24-116G1.2	29	32	37	11	21	26
RP24-120F8.1	103	106	86	70	97	73
RP24-126J17.5	36	33	30	46	40	49
RP24-133K20.5	0	0	0	0	0	0
RP24-134G9.4	16	18	9	7	15	9
RP24-137O21.1	9	9	8	7	11	10
RP24-140P18.1	3	8	1	1	0	1
RP24-156K15.1	0	0	0	0	0	0
RP24-156K15.4	52	55	44	31	49	34
RP24-156K15.5	6	13	10	12	18	10
RP24-156K15.6	1	2	2	7	1	2
RP24-160I20.1	3	6	5	5	5	8
RP24-160I20.2	0	0	0	0	0	0
RP24-163J22.10-001	0	0	0	0	0	0
RP24-163K4.3	0	0	0	0	0	0
RP24-163M14.1	24	28	25	15	36	24
RP24-163M14.3	6	3	3	2	3	2
RP24-168F5.2-001	0	0	0	0	0	0
RP24-178J22.1	627	531	395	359	446	423
RP24-178J22.3	56	71	38	51	50	64
RP24-196H4.2	0	0	0	0	0	0
RP24-198O18.1	20	18	10	15	19	14
RP24-199K4.3	2	0	0	0	0	0
RP24-201K16.2-001	8	8	11	4	9	5
RP24-211L21.1-001	3	3	2	4	4	4
RP24-217M18.3-001	0	1	0	0	0	0
RP24-217M18.8	12	6	6	1	4	5
RP24-219A21.3	12	16	17	17	23	18
RP24-222P6.4	0	1	1	0	0	1
RP24-225A21.2	21	19	20	13	21	9
RP24-225A21.3	741	686	576	400	470	488
RP24-225H21.2	59	63	51	39	52	46
RP24-229D22.1	0	0	1	1	0	1
RP24-230C18.3	365	338	294	196	221	233
RP24-235B15.4	2734	2382	1880	1940	2066	2457
RP24-235B15.7	37	37	22	20	15	18
RP24-235N21.5-001	0	0	0	0	0	0
RP24-238M4.4	28	42	17	32	34	33
RP24-240K8.3	38	43	36	24	43	32
RP24-240K8.7	41	46	31	24	31	44
RP24-243J4.5	75	69	41	31	36	33
RP24-246F6.2	235	219	167	142	179	212
RP24-247M18.4	1	1	3	1	1	2
RP24-247M18.5	12	6	11	9	10	15
RP24-252B21.3	31	30	16	25	23	29
RP24-257F22.3	48	35	34	41	41	53
RP24-258B3.1	21	33	23	13	22	22
RP24-258B3.3	39	36	26	29	31	37
RP24-263E2.2	36	51	27	21	26	24
RP24-267I21.3	12	6	7	23	13	17
RP24-269A16.7	1	4	2	0	2	0
RP24-273H15.3	20	25	18	13	16	28
RP24-273H15.5	9	21	16	6	12	6
RP24-273H15.6	38	33	24	11	16	17
RP24-274N3.1	6	5	3	3	2	9
RP24-276H6.2-001	0	0	0	0	0	0
RP24-278L20.2	0	0	0	0	0	0
RP24-281G1.2	0	1	0	0	0	0
RP24-285L8.3	3770	3304	2262	2123	2499	3218
RP24-300H3.2	0	0	0	0	0	0
RP24-302M13.5	391	346	266	225	331	302
RP24-306C18.11-001	0	0	0	1	0	0
RP24-306C18.12-001	1	2	0	0	1	1
RP24-306C18.9	11	9	11	10	14	18
RP24-314B3.2	4	1	1	2	1	0
RP24-315L4.1	66	77	57	45	49	58
RP24-316B1.1	187	170	108	85	71	72
RP24-316F13.6-001	1	0	1	0	0	0
RP24-332C4.1	87	129	93	59	110	70
RP24-333B11.4	162	124	115	100	127	94
RP24-333B11.5	47	32	31	22	40	28
RP24-335D17.3	39	42	37	27	27	43
RP24-337F7.2	7	10	9	4	7	4
RP24-337F7.3	11	24	17	8	12	12
RP24-337F7.4	7	4	6	5	6	7
RP24-343G19.3	864	829	589	580	695	774
RP24-344F2.1	186	261	152	171	201	202
RP24-345M22.1	0	0	0	0	1	0
RP24-346O11.2	0	0	0	0	0	0
RP24-347O5.11-001	15	9	4	4	4	8
RP24-347O5.8-001	0	0	0	0	0	0
RP24-350C10.1	2	4	4	4	7	1
RP24-351P7.8	0	0	0	0	0	0
RP24-354I16.2	5	5	1	0	0	0
RP24-367H14.3	28	19	18	0	0	0
RP24-369J8.1	30	23	17	1	3	3
RP24-370L8.11	0	0	0	0	0	0
RP24-370L8.12-001	0	0	0	0	0	0
RP24-370L8.5-001	0	0	0	0	0	0
RP24-370L8.7-001	0	0	0	0	0	0
RP24-371E20.3	0	0	0	0	0	0
RP24-371M20.1	1	0	1	1	4	5
RP24-378B22.2	0	0	0	0	0	0
RP24-380D10.1	0	0	0	0	0	0
RP24-388A6.3	0	0	0	1	0	0
RP24-392H7.4	17	19	17	17	23	11
RP24-407N9.2	3	5	7	1	4	2
RP24-418N13.1	26	25	24	8	26	7
RP24-418N13.2	58	70	34	21	36	46
RP24-418N13.4	30	25	22	19	28	21
RP24-420C18.1	2	0	3	2	0	4
RP24-420C18.2	0	1	2	1	0	2
RP24-424D1.1	44	47	32	47	63	41
RP24-424D1.4	5	12	8	5	14	11
RP24-424D1.5	60	57	46	36	56	50
RP24-426B21.1	0	4	1	1	0	0
RP24-439K22.1	4	11	8	1	5	5
RP24-447D19.1	0	0	0	0	0	0
RP24-459A4.6	0	0	0	0	0	0
RP24-462O14.2	0	0	0	0	0	0
RP24-464B16.1	3058	2735	2094	1903	2455	2310
RP24-470M22.10	295	268	194	67	87	91
RP24-497H18.3	10	4	3	2	5	5
RP24-502E20.4	152	150	131	131	193	150
RP24-502E20.5	317	253	212	146	181	163
RP24-502E20.6	2	1	1	0	2	0
RP24-531I15.1	0	0	0	0	0	0
RP24-532A16.2	0	1	0	1	6	1
RP24-539K4.1-001	0	0	0	0	0	0
RP24-553O21.3	210	190	139	108	126	129
RP24-553O21.4	0	1	0	0	0	0
RP24-560O24.2-001	0	0	0	0	0	0
RP24-69E5.2	127	136	112	65	95	101
RP24-77E13.10	206	235	155	145	216	183
RP24-77E13.11	0	1	0	1	2	1
RP24-77E13.4	6	5	2	5	15	10
RP24-77I7.2	74	73	71	60	69	59
RP24-81G20.2-001	0	0	0	0	0	0
RP24-83E15.3	65	86	61	67	76	76
RP24-92F8.4	1	1	2	1	0	2
RP24-93F18.2	652	540	438	460	457	510
RP24-94F12.4	14	10	5	7	9	12
RP24-94F12.6	37	34	42	36	43	24
RP24-95N3.1	348	363	279	203	225	237
RP24-95N3.2	118	113	94	53	75	82
RP24-95N3.3	42	42	26	31	40	35
RP24-95N3.4	197	172	160	71	127	124
RP24-96C7.1-001	0	0	0	0	0	0
RP24-96C7.7	0	0	0	0	0	0
RP24-96N12.4	0	0	0	0	0	0
RP24-97K3.3	250	276	189	184	277	263
Rab10	5106	5076	3724	3487	3680	4095
Rab10os	2657	2661	2221	1989	2246	2217
Rab11a	4488	4181	3080	2756	2999	3552
Rab11b	4082	4121	2853	2886	3057	3437
Rab11fip1	461	435	338	292	299	333
Rab11fip2	2875	2774	2027	1910	2285	2438
Rab11fip3	2516	2185	1765	1537	1792	1877
Rab11fip4	6586	5631	4518	3920	4181	4704
Rab11fip4os1	5	7	10	1	8	3
Rab11fip4os2	4	8	3	1	0	2
Rab11fip5	1790	1808	1242	1210	1282	1501
Rab12	1955	1850	1309	1282	1404	1540
Rab13	193	204	147	156	180	165
Rab14	6537	6308	4519	3911	4568	5000
Rab15	680	695	484	432	509	517
Rab17	6	3	11	1	1	2
Rab18	1445	1450	983	915	1038	1106
Rab19	14	16	30	9	6	11
Rab1a	3809	4336	2717	2379	2741	2894
Rab1b	3529	3399	2524	2540	2614	3118
Rab20	42	44	29	40	38	34
Rab21	2300	2109	1499	1342	1522	1639
Rab22a	1596	1524	1158	1167	1290	1422
Rab23	534	571	445	433	459	475
Rab24	1837	1803	1379	1420	1490	1645
Rab25	2	9	6	2	5	6
Rab26	370	300	264	268	279	367
Rab26os	194	187	146	172	193	176
Rab27a	398	445	306	334	414	403
Rab27b	1351	1333	951	812	850	991
Rab28	6720	6546	5106	5202	5589	6215
Rab29	88	88	70	49	73	94
Rab2a	6594	6272	4257	4882	5397	6117
Rab2b	1250	1257	840	921	963	1110
Rab30	4594	3936	3080	2723	3250	3289
Rab31	386	394	239	272	266	325
Rab32	41	55	24	24	25	35
Rab33a	202	201	149	134	142	188
Rab33b	1059	996	679	689	802	753
Rab34	570	590	373	497	552	579
Rab35	1766	1627	1304	1200	1204	1379
Rab36	159	157	125	137	147	136
Rab37	226	203	140	141	206	190
Rab38	156	138	82	53	55	64
Rab39	167	147	123	111	151	136
Rab39b	2213	2112	1522	1585	1700	1882
Rab3a	6850	6431	4797	4895	5021	5636
Rab3b	136	106	83	111	139	115
Rab3c	4835	4618	3446	3291	3715	3854
Rab3d	271	250	188	161	168	203
Rab3gap1	5404	5001	3845	3784	4052	4651
Rab3gap2	4533	4118	3218	2758	3083	3410
Rab3il1	189	188	150	157	156	178
Rab3ip	2940	2611	2069	1917	2002	2260
Rab40b	165	147	130	110	122	151
Rab40c	540	559	393	382	391	450
Rab42	23	25	20	24	25	22
Rab43	1579	1658	1303	1190	1353	1383
Rab44	2	1	0	0	0	1
Rab4a	984	902	671	758	819	880
Rab4b	716	674	476	468	512	580
Rab5a	2797	2842	1910	1919	2041	2309
Rab5b	5034	4879	3497	3458	3752	4019
Rab5c	4106	3961	2821	2614	2829	3117
Rab6a	10204	9346	6565	6147	6458	7345
Rab6b	8583	8590	5480	3141	3303	3720
Rab7	4905	4926	3379	2962	3245	3621
Rab7b	91	77	67	39	52	48
Rab8a	2740	2615	1951	1513	1585	1802
Rab8b	1050	1024	694	688	818	876
Rab9	1156	1152	790	848	913	918
Rab9b	671	679	459	348	427	436
Rabac1	3746	3443	2592	2702	2737	3187
Rabep1	9062	8098	6114	7181	8157	8994
Rabep2	560	508	387	426	494	509
Rabepk	892	848	656	593	651	725
Rabgap1	6128	5416	4145	4032	4319	4907
Rabgap1l	5200	5185	3766	2881	3235	3552
Rabgef1	17897	17003	13012	12420	13860	14810
Rabggta	1174	1071	886	830	935	988
Rabggtb	2408	2457	1837	1780	1939	2107
Rabif	1525	1548	1128	873	878	1042
Rabl2	641	730	525	440	502	600
Rabl3	1016	1043	760	712	768	854
Rabl6	2446	2347	1761	1808	1987	2181
Rac1	4185	3957	2839	2456	2791	2996
Rac2	6	4	6	8	3	10
Rac3	215	211	155	172	186	182
Racgap1	436	413	302	422	456	567
Rack1	9106	8261	6507	6587	7192	8288
Rad1	589	637	451	434	478	535
Rad17	1194	1319	1024	1003	1090	1220
Rad18	295	312	213	108	169	171
Rad21	6927	6377	4640	4776	5201	5658
Rad21l	6	6	1	8	5	12
Rad23a	3197	3138	2337	2338	2460	2829
Rad23b	7442	6670	4813	3832	4344	4933
Rad50	1024	1010	769	662	769	811
Rad51	1166	1147	895	922	964	1130
Rad51ap1	102	78	66	51	45	53
Rad51ap2	29	28	24	27	46	49
Rad51b	67	62	47	29	35	44
Rad51c	615	571	454	441	456	521
Rad51d	718	750	582	574	648	688
Rad52	456	442	340	371	351	361
Rad54b	1661	1489	1139	937	1156	1181
Rad54l	157	185	143	128	128	144
Rad54l2	2154	2125	1652	1502	1755	1788
Rad9a	1876	1670	1339	1298	1350	1427
Rad9b	1243	1154	899	807	962	965
Radil	637	633	479	405	411	463
Rae1	1276	1316	946	962	1030	1163
Raet1d	0	1	1	1	0	0
Raet1e	4	2	5	1	2	0
Raf1	3792	3723	2865	2549	2903	2923
Rag1	31	25	25	22	27	38
Rag2	3	5	6	5	6	5
Rai1	1561	1488	1088	996	1167	1232
Rai14	485	461	329	334	354	373
Rai2	233	245	147	127	141	152
Rala	1275	1346	881	1006	1101	1184
Ralb	745	708	507	397	430	493
Ralbp1	3541	3457	2491	2446	2699	2937
Ralgapa1	6935	6765	5092	4371	5241	5325
Ralgapa2	3084	2894	2343	1982	2249	2402
Ralgapb	4128	3918	2981	2522	2973	3062
Ralgds	871	914	660	709	774	866
Ralgps1	2167	2101	1643	1501	1718	1732
Ralgps2	6006	5633	4357	4492	5244	5565
Raly	3355	3671	2556	2265	2404	2610
Ralyl	1831	1766	1142	1379	1418	1721
Ramp1	88	93	55	37	44	42
Ramp2	81	100	81	52	41	68
Ramp3	650	643	530	521	499	578
Ran	7459	7153	5174	5120	5485	6262
Ranbp1	2133	2057	1472	1439	1561	1734
Ranbp10	1087	1095	833	805	903	985
Ranbp17	447	447	314	283	389	353
Ranbp2	18379	16033	13045	11144	12983	13245
Ranbp2-ps1-001	0	2	1	1	5	5
Ranbp2-ps2-001	0	0	0	0	0	0
Ranbp2-ps3-001	0	0	0	0	0	0
Ranbp2-ps4-001	0	0	0	0	0	0
Ranbp2-ps6-001	0	0	0	0	0	0
Ranbp2-ps7-001	0	0	0	0	1	0
Ranbp2-ps8-001	0	1	0	0	0	0
Ranbp3	3202	2982	2362	2167	2369	2672
Ranbp3l	20	42	25	27	16	27
Ranbp6	6602	5875	4534	4080	4536	5151
Ranbp9	3231	3062	2362	2287	2574	2996
Rangap1	5658	5311	4017	3681	3951	4325
Rangrf	870	829	642	791	805	967
Rap1a	2094	2044	1515	1402	1564	1712
Rap1b	1810	1772	1265	1115	1181	1284
Rap1gap	3369	3008	2314	2229	2325	2610
Rap1gap2	3553	3453	2522	2470	2631	2988
Rap1gapos	3	3	4	0	5	4
Rap1gds1	7510	7003	5326	4197	4525	5226
Rap2a	1235	1228	854	775	882	964
Rap2b	194	216	146	138	136	178
Rap2c	1017	975	717	654	735	773
Rapgef1	2727	2917	2195	1801	2083	2212
Rapgef2	4304	3994	3153	2691	2932	3096
Rapgef3	259	222	179	64	93	71
Rapgef3os1	29	28	30	7	12	13
Rapgef3os2	42	31	23	7	13	14
Rapgef4	1397	1225	934	825	1009	976
Rapgef4os1	4	9	7	3	3	3
Rapgef4os2	143	122	116	87	113	109
Rapgef4os3	8	5	5	3	5	7
Rapgef5	5118	4728	3802	3292	3732	3950
